Gene,UniProt ID,Protein name,Protein ChEMBL ID,Drug ChEMBL ID,Drug name,Drug Mechanism ChEMBL,Activity type ChEMBL,Activity value ChEMBL,pChEMBL value,Max phase ChEMBL,Action type ChEMBL,Mechanism of Action ChEMBL
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648913,,Нет,IC50,= 0.75 nM,9.12,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648916,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648918,,Нет,IC50,= 0.48 nM,9.32,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648922,,Нет,IC50,= 1.77 nM,8.75,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648923,,Нет,IC50,= 3.08 nM,8.51,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648924,,Нет,IC50,= 0.989 nM,9.01,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648926,,Нет,IC50,= 5.03 nM,8.30,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3218401,,Нет,IC50,= 1.03 nM,8.99,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648930,,Нет,IC50,= 1.01 nM,9.00,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648932,,Нет,IC50,= 0.731 nM,9.14,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648935,,Нет,IC50,= 6.7 nM,8.17,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648937,,Нет,IC50,= 1.3 nM,8.89,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648938,,Нет,IC50,= 4.6 nM,8.34,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648942,,Нет,IC50,= 1.2 nM,8.92,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648944,,Нет,IC50,= 1.2 nM,8.92,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648945,,Нет,IC50,= 9.5 nM,8.02,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648950,,Нет,IC50,= 1.6 nM,8.80,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3218403,,Нет,IC50,= 7.6 nM,8.12,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648953,,Нет,IC50,= 4.3 nM,8.37,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648955,,Нет,IC50,= 2.4 nM,8.62,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648957,,Нет,IC50,= 1.6 nM,8.80,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648959,,Нет,IC50,= 6.2 nM,8.21,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648960,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL1614778,,Нет,IC50,= 9.5 nM,8.02,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648963,,Нет,IC50,= 9.4 nM,8.03,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648964,,Нет,IC50,= 2.7 nM,8.57,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648966,,Нет,IC50,= 1.1 nM,8.96,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648967,,Нет,IC50,= 5.9 nM,8.23,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL2057736,,Нет,IC50,= 4.5 nM,8.35,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3218404,,Нет,IC50,= 6.6 nM,8.18,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648971,,Нет,IC50,= 3.7 nM,8.43,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3218405,,Нет,IC50,= 7.5 nM,8.12,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL2057727,,Нет,IC50,= 8.2 nM,8.09,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648974,,Нет,IC50,= 2.0 nM,8.70,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648975,,Нет,IC50,= 2.3 nM,8.64,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648978,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648979,,Нет,IC50,= 4.6 nM,8.34,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648980,,Нет,IC50,= 1.6 nM,8.80,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648983,,Нет,IC50,= 7.7 nM,8.11,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648984,,Нет,IC50,= 2.8 nM,8.55,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648988,,Нет,IC50,= 5.4 nM,8.27,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3648994,,Нет,IC50,= 8.9 nM,8.05,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649003,,Нет,IC50,= 10.0 nM,8.00,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649010,,Нет,IC50,= 1.7 nM,8.77,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649011,,Нет,IC50,= 2.0 nM,8.70,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649012,,Нет,IC50,= 3.1 nM,8.51,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3639478,,Нет,IC50,= 3.9 nM,8.41,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649016,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649018,,Нет,IC50,= 1.43 nM,8.85,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649019,,Нет,IC50,= 2.2 nM,8.66,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652244,,Нет,IC50,= 8.2 nM,8.09,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652245,,Нет,IC50,= 4.4 nM,8.36,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652246,,Нет,IC50,= 2.3 nM,8.64,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652247,,Нет,IC50,= 1.8 nM,8.74,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652248,,Нет,IC50,= 0.788 nM,9.10,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652249,,Нет,IC50,= 1.59 nM,8.80,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652250,,Нет,IC50,= 1.3 nM,8.89,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652251,,Нет,IC50,= 2.9 nM,8.54,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652252,,Нет,IC50,= 3.9 nM,8.41,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652255,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652256,,Нет,IC50,= 2.2 nM,8.66,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652257,,Нет,IC50,= 1.44 nM,8.84,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652259,,Нет,IC50,= 7.58 nM,8.12,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652261,,Нет,IC50,= 9.28 nM,8.03,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652262,,Нет,IC50,= 5.31 nM,8.28,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652263,,Нет,IC50,= 2.6 nM,8.59,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL2375957,,Нет,IC50,= 0.686 nM,9.16,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652266,,Нет,IC50,= 6.82 nM,8.17,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL2375964,,Нет,IC50,= 3.87 nM,8.41,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL2375963,,Нет,IC50,= 1.58 nM,8.80,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL2375961,,Нет,IC50,= 3.62 nM,8.44,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL2375958,,Нет,IC50,= 5.79 nM,8.24,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL2375956,,Нет,IC50,= 4.11 nM,8.39,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652270,,Нет,IC50,= 3.11 nM,8.51,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652271,,Нет,IC50,= 6.65 nM,8.18,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652272,,Нет,IC50,= 4.72 nM,8.33,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652273,,Нет,IC50,= 2.14 nM,8.67,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3652274,,Нет,IC50,= 5.91 nM,8.23,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3645926,,Нет,IC50,= 4.83 nM,8.32,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649426,,Нет,Ki,= 6.0 nM,8.22,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649427,,Нет,Ki,= 2.0 nM,8.70,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649428,,Нет,Ki,= 1.0 nM,9.00,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649429,,Нет,Ki,= 4.0 nM,8.40,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649445,,Нет,Ki,= 1.0 nM,9.00,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649436,,Нет,Ki,= 1.0 nM,9.00,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649437,,Нет,Ki,= 5.0 nM,8.30,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3649446,,Нет,Ki,= 4.0 nM,8.40,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL2171929,,Нет,Ki,= 6.759 nM,8.17,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL2171927,,Нет,Ki,= 9.774 nM,8.01,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL2171930,,Нет,Ki,= 3.323 nM,8.48,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698289,,Нет,Ki,= 5.868 nM,8.23,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL2171931,,Нет,Ki,= 9.877 nM,8.01,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698291,,Нет,Ki,= 4.071 nM,8.39,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698299,,Нет,Ki,= 4.434 nM,8.35,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698300,,Нет,Ki,= 2.437 nM,8.61,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698302,,Нет,Ki,= 7.801 nM,8.11,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698307,,Нет,Ki,= 3.327 nM,8.48,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698312,,Нет,Ki,= 4.072 nM,8.39,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698350,,Нет,Ki,= 3.2 nM,8.49,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698351,,Нет,Ki,= 2.9 nM,8.54,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698354,,Нет,Ki,= 2.766 nM,8.56,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698355,,Нет,Ki,= 2.874 nM,8.54,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698356,,Нет,Ki,= 8.121 nM,8.09,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698357,,Нет,Ki,= 2.676 nM,8.57,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698359,,Нет,Ki,= 6.47 nM,8.19,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698364,,Нет,Ki,= 4.17 nM,8.38,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698365,,Нет,Ki,= 3.14 nM,8.50,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698366,,Нет,Ki,= 2.34 nM,8.63,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698369,,Нет,Ki,= 5.21 nM,8.28,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3698370,,Нет,Ki,= 3.0 nM,8.52,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701638,,Нет,Ki,= 1.54 nM,8.81,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701639,,Нет,Ki,= 8.82 nM,8.05,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701640,,Нет,Ki,= 5.51 nM,8.26,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701641,,Нет,Ki,= 9.44 nM,8.03,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701642,,Нет,Ki,= 6.48 nM,8.19,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701644,,Нет,Ki,= 4.51 nM,8.35,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701645,,Нет,Ki,= 4.64 nM,8.33,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701646,,Нет,Ki,= 2.68 nM,8.57,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701647,,Нет,Ki,= 2.36 nM,8.63,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701648,,Нет,Ki,= 1.62 nM,8.79,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL2216891,,Нет,Ki,= 1.05 nM,8.98,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701650,,Нет,Ki,= 5.19 nM,8.29,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701651,,Нет,Ki,= 6.89 nM,8.16,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701652,,Нет,Ki,= 5.4 nM,8.27,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701653,,Нет,Ki,= 1.52 nM,8.82,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701654,,Нет,Ki,= 1.51 nM,8.82,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701655,,Нет,Ki,= 2.22 nM,8.65,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701656,,Нет,Ki,= 1.96 nM,8.71,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701658,,Нет,Ki,= 7.64 nM,8.12,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701664,,Нет,Ki,= 2.36 nM,8.63,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701665,,Нет,Ki,= 10.0 nM,8.00,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701666,,Нет,Ki,= 3.11 nM,8.51,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701667,,Нет,Ki,= 1.49 nM,8.83,,N/A,N/A
PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4005,CHEMBL3701668,,Нет,Ki,= 2.7 nM,8.57,,N/A,N/A
